"id","canton_id","date","total","created_at","updated_at"
"782","2","2020-05-06","0","2020-10-27 09:01:25","2020-10-27 09:01:25"
"783","3","2020-05-06","0","2020-10-27 09:01:25","2020-10-27 09:01:25"
"784","4","2020-05-06","0","2020-10-27 09:01:25","2020-10-27 09:01:25"
"785","5","2020-05-06","8","2020-10-27 09:01:25","2020-10-27 09:01:25"
"786","6","2020-05-06","0","2020-10-27 09:01:25","2020-10-27 09:01:25"
"787","7","2020-05-06","2","2020-10-27 09:01:25","2020-10-27 09:01:25"
"788","8","2020-05-06","0","2020-10-27 09:01:25","2020-10-27 09:01:25"
"789","9","2020-05-06","0","2020-10-27 09:01:25","2020-10-27 09:01:25"
"790","10","2020-05-06","1","2020-10-27 09:01:26","2020-10-27 09:01:26"
"791","11","2020-05-06","0","2020-10-27 09:01:26","2020-10-27 09:01:26"
"792","0","2020-05-06","11","2020-10-27 09:01:26","2020-10-27 09:01:26"
"793","2","2020-05-07","1","2020-10-27 09:01:26","2020-10-27 09:01:26"
"794","3","2020-05-07","0","2020-10-27 09:01:26","2020-10-27 09:01:26"
"795","4","2020-05-07","0","2020-10-27 09:01:26","2020-10-27 09:01:26"
"796","5","2020-05-07","16","2020-10-27 09:01:26","2020-10-27 09:01:26"
"797","6","2020-05-07","0","2020-10-27 09:01:26","2020-10-27 09:01:26"
"798","7","2020-05-07","0","2020-10-27 09:01:26","2020-10-27 09:01:26"
"799","8","2020-05-07","0","2020-10-27 09:01:26","2020-10-27 09:01:26"
"800","9","2020-05-07","0","2020-10-27 09:01:26","2020-10-27 09:01:26"
"801","10","2020-05-07","0","2020-10-27 09:01:26","2020-10-27 09:01:26"
"802","11","2020-05-07","0","2020-10-27 09:01:26","2020-10-27 09:01:26"
"803","0","2020-05-07","17","2020-10-27 09:01:26","2020-10-27 09:01:26"
"804","2","2020-05-08","1","2020-10-27 09:01:26","2020-10-27 09:01:26"
"805","3","2020-05-08","0","2020-10-27 09:01:26","2020-10-27 09:01:26"
"806","4","2020-05-08","0","2020-10-27 09:01:27","2020-10-27 09:01:27"
"807","5","2020-05-08","6","2020-10-27 09:01:27","2020-10-27 09:01:27"
"808","6","2020-05-08","0","2020-10-27 09:01:27","2020-10-27 09:01:27"
"809","7","2020-05-08","0","2020-10-27 09:01:27","2020-10-27 09:01:27"
"810","8","2020-05-08","0","2020-10-27 09:01:27","2020-10-27 09:01:27"
"811","9","2020-05-08","0","2020-10-27 09:01:27","2020-10-27 09:01:27"
"812","10","2020-05-08","0","2020-10-27 09:01:27","2020-10-27 09:01:27"
"813","11","2020-05-08","0","2020-10-27 09:01:27","2020-10-27 09:01:27"
"814","0","2020-05-08","7","2020-10-27 09:01:27","2020-10-27 09:01:27"
"815","2","2020-05-09","3","2020-10-27 09:01:27","2020-10-27 09:01:27"
"816","3","2020-05-09","0","2020-10-27 09:01:27","2020-10-27 09:01:27"
"817","4","2020-05-09","0","2020-10-27 09:01:27","2020-10-27 09:01:27"
"818","5","2020-05-09","1","2020-10-27 09:01:27","2020-10-27 09:01:27"
"819","6","2020-05-09","0","2020-10-27 09:01:27","2020-10-27 09:01:27"
"820","7","2020-05-09","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"821","8","2020-05-09","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"822","9","2020-05-09","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"823","10","2020-05-09","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"824","11","2020-05-09","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"825","0","2020-05-09","4","2020-10-27 09:01:28","2020-10-27 09:01:28"
"826","2","2020-05-10","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"827","3","2020-05-10","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"828","4","2020-05-10","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"829","5","2020-05-10","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"830","6","2020-05-10","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"831","7","2020-05-10","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"832","8","2020-05-10","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"833","9","2020-05-10","0","2020-10-27 09:01:28","2020-10-27 09:01:28"
"834","10","2020-05-10","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"835","11","2020-05-10","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"836","0","2020-05-10","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"837","2","2020-05-11","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"838","3","2020-05-11","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"839","4","2020-05-11","1","2020-10-27 09:01:29","2020-10-27 09:01:29"
"840","5","2020-05-11","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"841","6","2020-05-11","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"842","7","2020-05-11","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"843","8","2020-05-11","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"844","9","2020-05-11","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"845","10","2020-05-11","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"846","11","2020-05-11","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"847","0","2020-05-11","1","2020-10-27 09:01:29","2020-10-27 09:01:29"
"848","2","2020-05-12","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"849","3","2020-05-12","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"850","4","2020-05-12","0","2020-10-27 09:01:29","2020-10-27 09:01:29"
"851","5","2020-05-12","1","2020-10-27 09:01:30","2020-10-27 09:01:30"
"852","6","2020-05-12","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"853","7","2020-05-12","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"854","8","2020-05-12","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"855","9","2020-05-12","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"856","10","2020-05-12","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"857","11","2020-05-12","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"858","0","2020-05-12","1","2020-10-27 09:01:30","2020-10-27 09:01:30"
"859","2","2020-05-13","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"860","3","2020-05-13","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"861","4","2020-05-13","1","2020-10-27 09:01:30","2020-10-27 09:01:30"
"862","5","2020-05-13","3","2020-10-27 09:01:30","2020-10-27 09:01:30"
"863","6","2020-05-13","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"864","7","2020-05-13","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"865","8","2020-05-13","0","2020-10-27 09:01:30","2020-10-27 09:01:30"
"866","9","2020-05-13","1","2020-10-27 09:01:30","2020-10-27 09:01:30"
"867","10","2020-05-13","1","2020-10-27 09:01:31","2020-10-27 09:01:31"
"868","11","2020-05-13","0","2020-10-27 09:01:31","2020-10-27 09:01:31"
"869","0","2020-05-13","6","2020-10-27 09:01:31","2020-10-27 09:01:31"
"870","2","2020-05-14","1","2020-10-27 09:01:31","2020-10-27 09:01:31"
"871","3","2020-05-14","0","2020-10-27 09:01:31","2020-10-27 09:01:31"
"872","4","2020-05-14","2","2020-10-27 09:01:31","2020-10-27 09:01:31"
"873","5","2020-05-14","4","2020-10-27 09:01:31","2020-10-27 09:01:31"
"874","6","2020-05-14","0","2020-10-27 09:01:31","2020-10-27 09:01:31"
"875","7","2020-05-14","0","2020-10-27 09:01:31","2020-10-27 09:01:31"
"876","8","2020-05-14","0","2020-10-27 09:01:31","2020-10-27 09:01:31"
"877","9","2020-05-14","0","2020-10-27 09:01:31","2020-10-27 09:01:31"
"878","10","2020-05-14","1","2020-10-27 09:01:31","2020-10-27 09:01:31"
"879","11","2020-05-14","0","2020-10-27 09:01:31","2020-10-27 09:01:31"
"880","0","2020-05-14","8","2020-10-27 09:01:31","2020-10-27 09:01:31"
"881","2","2020-05-15","0","2020-10-27 09:01:31","2020-10-27 09:01:31"
"882","3","2020-05-15","0","2020-10-27 09:01:31","2020-10-27 09:01:31"
"883","4","2020-05-15","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"884","5","2020-05-15","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"885","6","2020-05-15","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"886","7","2020-05-15","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"887","8","2020-05-15","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"888","9","2020-05-15","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"889","10","2020-05-15","1","2020-10-27 09:01:32","2020-10-27 09:01:32"
"890","11","2020-05-15","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"891","0","2020-05-15","1","2020-10-27 09:01:32","2020-10-27 09:01:32"
"892","2","2020-05-16","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"893","3","2020-05-16","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"894","4","2020-05-16","2","2020-10-27 09:01:32","2020-10-27 09:01:32"
"895","5","2020-05-16","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"896","6","2020-05-16","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"897","7","2020-05-16","0","2020-10-27 09:01:32","2020-10-27 09:01:32"
"898","8","2020-05-16","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"899","9","2020-05-16","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"900","10","2020-05-16","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"901","11","2020-05-16","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"902","0","2020-05-16","2","2020-10-27 09:01:33","2020-10-27 09:01:33"
"903","2","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"904","3","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"905","4","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"906","5","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"907","6","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"908","7","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"909","8","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"910","9","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"911","10","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"912","11","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"913","0","2020-05-17","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"914","2","2020-05-18","0","2020-10-27 09:01:33","2020-10-27 09:01:33"
"915","3","2020-05-18","0","2020-10-27 09:01:34","2020-10-27 09:01:34"
"916","4","2020-05-18","2","2020-10-27 09:01:34","2020-10-27 09:01:34"
"917","5","2020-05-18","2","2020-10-27 09:01:34","2020-10-27 09:01:34"
"918","6","2020-05-18","0","2020-10-27 09:01:34","2020-10-27 09:01:34"
"919","7","2020-05-18","0","2020-10-27 09:01:34","2020-10-27 09:01:34"
"920","8","2020-05-18","0","2020-10-27 09:01:34","2020-10-27 09:01:34"
"921","9","2020-05-18","0","2020-10-27 09:01:34","2020-10-27 09:01:34"
"922","10","2020-05-18","1","2020-10-27 09:01:34","2020-10-27 09:01:34"
"923","11","2020-05-18","0","2020-10-27 09:01:34","2020-10-27 09:01:34"
"924","0","2020-05-18","5","2020-10-27 09:01:34","2020-10-27 09:01:34"
"925","2","2020-05-19","0","2020-10-27 09:01:34","2020-10-27 09:01:34"
"926","3","2020-05-19","0","2020-10-27 09:01:34","2020-10-27 09:01:34"
"927","4","2020-05-19","1","2020-10-27 09:01:34","2020-10-27 09:01:34"
"928","5","2020-05-19","0","2020-10-27 09:01:34","2020-10-27 09:01:34"
"929","6","2020-05-19","0","2020-10-27 09:01:34","2020-10-27 09:01:34"
"930","7","2020-05-19","0","2020-10-27 09:01:35","2020-10-27 09:01:35"
"931","8","2020-05-19","0","2020-10-27 09:01:35","2020-10-27 09:01:35"
"932","9","2020-05-19","0","2020-10-27 09:01:35","2020-10-27 09:01:35"
"933","10","2020-05-19","1","2020-10-27 09:01:35","2020-10-27 09:01:35"
"934","11","2020-05-19","0","2020-10-27 09:01:35","2020-10-27 09:01:35"
"935","0","2020-05-19","2","2020-10-27 09:01:35","2020-10-27 09:01:35"
"936","2","2020-05-20","0","2020-10-27 09:01:35","2020-10-27 09:01:35"
"937","3","2020-05-20","0","2020-10-27 09:01:35","2020-10-27 09:01:35"
"938","4","2020-05-20","2","2020-10-27 09:01:35","2020-10-27 09:01:35"
"939","5","2020-05-20","1","2020-10-27 09:01:35","2020-10-27 09:01:35"
"940","6","2020-05-20","0","2020-10-27 09:01:35","2020-10-27 09:01:35"
"941","7","2020-05-20","0","2020-10-27 09:01:35","2020-10-27 09:01:35"
"942","8","2020-05-20","0","2020-10-27 09:01:35","2020-10-27 09:01:35"
"943","9","2020-05-20","0","2020-10-27 09:01:35","2020-10-27 09:01:35"
"944","10","2020-05-20","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"945","11","2020-05-20","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"946","0","2020-05-20","3","2020-10-27 09:01:36","2020-10-27 09:01:36"
"947","2","2020-05-21","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"948","3","2020-05-21","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"949","4","2020-05-21","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"950","5","2020-05-21","1","2020-10-27 09:01:36","2020-10-27 09:01:36"
"951","6","2020-05-21","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"952","7","2020-05-21","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"953","8","2020-05-21","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"954","9","2020-05-21","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"955","10","2020-05-21","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"956","11","2020-05-21","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"957","0","2020-05-21","1","2020-10-27 09:01:36","2020-10-27 09:01:36"
"958","2","2020-05-22","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"959","3","2020-05-22","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"960","4","2020-05-22","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"961","5","2020-05-22","7","2020-10-27 09:01:36","2020-10-27 09:01:36"
"962","6","2020-05-22","0","2020-10-27 09:01:36","2020-10-27 09:01:36"
"963","7","2020-05-22","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"964","8","2020-05-22","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"965","9","2020-05-22","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"966","10","2020-05-22","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"967","11","2020-05-22","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"968","0","2020-05-22","7","2020-10-27 09:01:37","2020-10-27 09:01:37"
"969","2","2020-05-23","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"970","3","2020-05-23","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"971","4","2020-05-23","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"972","5","2020-05-23","3","2020-10-27 09:01:37","2020-10-27 09:01:37"
"973","6","2020-05-23","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"974","7","2020-05-23","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"975","8","2020-05-23","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"976","9","2020-05-23","0","2020-10-27 09:01:37","2020-10-27 09:01:37"
"977","10","2020-05-23","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"978","11","2020-05-23","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"979","0","2020-05-23","3","2020-10-27 09:01:38","2020-10-27 09:01:38"
"980","2","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"981","3","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"982","4","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"983","5","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"984","6","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"985","7","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"986","8","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"987","9","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"988","10","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"989","11","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"990","0","2020-05-24","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"991","2","2020-05-25","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"992","3","2020-05-25","0","2020-10-27 09:01:38","2020-10-27 09:01:38"
"993","4","2020-05-25","1","2020-10-27 09:01:38","2020-10-27 09:01:38"
"994","5","2020-05-25","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"995","6","2020-05-25","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"996","7","2020-05-25","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"997","8","2020-05-25","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"998","9","2020-05-25","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"999","10","2020-05-25","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1000","11","2020-05-25","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1001","0","2020-05-25","1","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1002","2","2020-05-26","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1003","3","2020-05-26","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1004","4","2020-05-26","1","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1005","5","2020-05-26","14","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1006","6","2020-05-26","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1007","7","2020-05-26","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1008","8","2020-05-26","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1009","9","2020-05-26","0","2020-10-27 09:01:39","2020-10-27 09:01:39"
"1010","10","2020-05-26","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1011","11","2020-05-26","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1012","0","2020-05-26","15","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1013","2","2020-05-27","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1014","3","2020-05-27","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1015","4","2020-05-27","4","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1016","5","2020-05-27","18","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1017","6","2020-05-27","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1018","7","2020-05-27","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1019","8","2020-05-27","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1020","9","2020-05-27","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1021","10","2020-05-27","1","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1022","11","2020-05-27","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1023","0","2020-05-27","23","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1024","2","2020-05-28","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1025","3","2020-05-28","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1026","4","2020-05-28","0","2020-10-27 09:01:40","2020-10-27 09:01:40"
"1027","5","2020-05-28","11","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1028","6","2020-05-28","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1029","7","2020-05-28","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1030","8","2020-05-28","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1031","9","2020-05-28","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1032","10","2020-05-28","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1033","11","2020-05-28","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1034","0","2020-05-28","11","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1035","2","2020-05-29","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1036","3","2020-05-29","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1037","4","2020-05-29","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1038","5","2020-05-29","8","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1039","6","2020-05-29","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1040","7","2020-05-29","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1041","8","2020-05-29","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1042","9","2020-05-29","0","2020-10-27 09:01:41","2020-10-27 09:01:41"
"1043","10","2020-05-29","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1044","11","2020-05-29","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1045","0","2020-05-29","8","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1046","2","2020-05-30","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1047","3","2020-05-30","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1048","4","2020-05-30","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1049","5","2020-05-30","3","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1050","6","2020-05-30","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1051","7","2020-05-30","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1052","8","2020-05-30","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1053","9","2020-05-30","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1054","10","2020-05-30","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1055","11","2020-05-30","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1056","0","2020-05-30","3","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1057","2","2020-05-31","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1058","3","2020-05-31","0","2020-10-27 09:01:42","2020-10-27 09:01:42"
"1059","4","2020-05-31","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1060","5","2020-05-31","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1061","6","2020-05-31","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1062","7","2020-05-31","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1063","8","2020-05-31","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1064","9","2020-05-31","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1065","10","2020-05-31","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1066","11","2020-05-31","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1067","0","2020-05-31","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1068","2","2020-06-01","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1069","3","2020-06-01","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1070","4","2020-06-01","1","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1071","5","2020-06-01","1","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1072","6","2020-06-01","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1073","7","2020-06-01","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1074","8","2020-06-01","0","2020-10-27 09:01:43","2020-10-27 09:01:43"
"1075","9","2020-06-01","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1076","10","2020-06-01","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1077","11","2020-06-01","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1078","0","2020-06-01","2","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1079","2","2020-06-02","1","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1080","3","2020-06-02","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1081","4","2020-06-02","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1082","5","2020-06-02","8","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1083","6","2020-06-02","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1084","7","2020-06-02","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1085","8","2020-06-02","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1086","9","2020-06-02","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1087","10","2020-06-02","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1088","11","2020-06-02","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1089","0","2020-06-02","9","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1090","2","2020-06-03","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1091","3","2020-06-03","0","2020-10-27 09:01:44","2020-10-27 09:01:44"
"1092","4","2020-06-03","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1093","5","2020-06-03","11","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1094","6","2020-06-03","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1095","7","2020-06-03","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1096","8","2020-06-03","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1097","9","2020-06-03","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1098","10","2020-06-03","1","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1099","11","2020-06-03","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1100","0","2020-06-03","12","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1101","2","2020-06-04","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1102","3","2020-06-04","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1103","4","2020-06-04","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1104","5","2020-06-04","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1105","6","2020-06-04","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1106","7","2020-06-04","0","2020-10-27 09:01:45","2020-10-27 09:01:45"
"1107","8","2020-06-04","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1108","9","2020-06-04","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1109","10","2020-06-04","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1110","11","2020-06-04","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1111","0","2020-06-04","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1112","2","2020-06-05","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1113","3","2020-06-05","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1114","4","2020-06-05","2","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1115","5","2020-06-05","4","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1116","6","2020-06-05","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1117","7","2020-06-05","1","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1118","8","2020-06-05","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1119","9","2020-06-05","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
